"Date","Name"
"1917-01-04","610"
"1917-01-11","381"
"1917-01-26","514"
"1917-01-31","274"
"1917-02-07","674"
"1917-02-09","256"
"1917-02-13","189"
"1917-02-17","229"
"1917-02-21","78"
"1917-02-22","702"
"1917-02-22","707"
"1917-03-02","429"
"1917-03-04","666"
"1917-03-07","163"
"1917-03-09","158"
"1917-03-15","410"
"1917-03-16","487"
"1917-03-24","476"
"1917-03-25","294"
"1917-03-26","743"
"1917-03-28","53"
"1917-03-30","852"
"1917-04-01","377"
"1917-04-03","365"
"1917-04-14","830"
"1917-04-28","224"
"1917-04-29","675"
"1917-04-30","937"
"1917-05-05","719"
"1917-05-07","599"
"1917-05-11","552"
"1917-05-14","366"
"1917-05-17","532"
"1917-05-20","260"
"1917-05-21","835"
"1917-05-22","747"
"1917-05-22","889"
"1917-05-25","6"
"1917-05-30","822"
"1917-05-31","828"
"1917-06-02","58"
"1917-06-15","1007"
"1917-06-16","989"
"1917-06-23","601"
"1917-06-27","558"
"1917-06-30","582"
"1917-07-02","699"
"1917-07-02","76"
"1917-07-03","422"
"1917-07-04","369"
"1917-07-13","307"
"1917-07-16","462"
"1917-07-23","577"
"1917-08-08","231"
"1917-08-10","834"
"1917-08-10","542"
"1917-08-12","752"
"1917-08-13","156"
"1917-08-26","462"
"1917-08-26","181"
"1917-08-28","951"
"1917-09-05","469"
"1917-09-05","791"
"1917-09-09","915"
"1917-09-09","755"
"1917-09-10","188"
"1917-09-12","950"
"1917-09-16","155"
"1917-10-05","898"
"1917-10-15","431"
"1917-10-22","754"
"1917-10-25","673"
"1917-10-30","359"
"1917-11-09","232"
"1917-11-12","854"
"1917-11-13","593"
"1917-11-17","585"
"1917-11-21","747"
"1917-11-22","560"
"1917-11-29","308"
"1917-12-01","601"
"1917-12-02","104"
"1917-12-17","613"
"1917-12-18","676"
"1917-12-20","195"
"1917-12-26","145"
"1917-12-26","532"
"1918-01-05","626"
"1918-01-06","809"
"1918-01-11","16"
"1918-01-13","293"
"1918-01-22","623"
"1918-01-27","229"
"1918-01-31","946"
"1918-02-02","10"
"1918-02-04","29"
"1918-02-12","564"
"1918-02-13","964"
"1918-02-16","461"
"1918-02-16","35"
"1918-02-16","340"
"1918-03-01","209"
"1918-03-02","589"
"1918-03-03","830"
"1918-03-09","630"
"1918-03-15","278"
"1918-03-17","497"
"1918-03-19","515"
"1918-03-20","346"
"1918-03-22","520"
"1918-03-23","452"
"1918-03-23","178"
"1918-03-24","417"
"1918-03-28","195"
"1918-04-10","868"
"1918-04-19","316"
"1918-05-01","642"
"1918-05-13","356"
"1918-05-19","927"
"1918-05-29","291"
"1918-06-03","871"
"1918-06-03","608"
"1918-06-05","1021"
"1918-06-07","140"
"1918-06-08","528"
"1918-06-20","635"
"1918-06-21","983"
"1918-06-28","581"
"1918-07-11","93"
"1918-07-14","135"
"1918-07-27","722"
"1918-07-27","616"
"1918-07-28","559"
"1918-07-28","668"
"1918-08-01","293"
"1918-08-02","943"
"1918-08-05","591"
"1918-08-06","544"
"1918-08-07","142"
"1918-08-08","974"
"1918-08-09","291"
"1918-08-12","153"
"1918-08-18","352"
"1918-08-19","636"
"1918-08-19","639"
"1918-09-02","688"
"1918-09-03","29"
"1918-09-04","128"
"1918-09-07","370"
"1918-09-12","923"
"1918-09-14","60"
"1918-09-22","824"
"1918-09-28","655"
"1918-09-29","984"
"1918-09-29","249"
"1918-10-03","456"
"1918-10-07","685"
"1918-10-08","46"
"1918-10-19","770"
"1918-10-19","96"
"1918-10-19","932"
"1918-10-26","343"
"1918-10-30","939"
"1918-10-30","755"
"1918-10-30","202"
"1918-11-01","635"
"1918-11-15","914"
"1918-11-18","386"
"1918-11-26","661"
"1918-11-26","696"
"1918-11-27","849"
"1918-12-01","257"
"1918-12-08","1010"
"1918-12-12","938"
"1918-12-13","617"
"1918-12-18","622"
"1918-12-22","308"
"1918-12-26","433"
"1918-12-29","162"
"1918-12-30","71"
"1918-12-30","910"
"1919-01-01","779"
"1919-01-15","235"
"1919-01-31","575"
"1919-02-02","80"
"1919-02-05","29"
"1919-02-09","996"
"1919-02-14","751"
"1919-02-19","125"
"1919-02-26","758"
"1919-02-28","156"
"1919-03-01","142"
"1919-03-03","500"
"1919-03-05","488"
"1919-03-06","808"
"1919-03-12","517"
"1919-03-14","692"
"1919-03-16","346"
"1919-03-21","358"
"1919-04-06","549"
"1919-04-10","379"
"1919-04-12","23"
"1919-04-13","358"
"1919-04-17","877"
"1919-04-19","251"
"1919-04-20","932"
"1919-05-01","76"
"1919-05-03","529"
"1919-05-05","151"
"1919-05-12","768"
"1919-05-25","1005"
"1919-05-26","345"
"1919-06-02","526"
"1919-06-03","394"
"1919-06-06","524"
"1919-06-21","717"
"1919-06-27","353"
"1919-06-28","503"
"1919-06-28","174"
"1919-07-01","742"
"1919-07-03","536"
"1919-07-04","524"
"1919-07-16","649"
"1919-07-16","755"
"1919-07-24","501"
"1919-08-02","705"
"1919-08-05","264"
"1919-08-08","178"
"1919-08-10","978"
"1919-08-12","508"
"1919-08-12","519"
"1919-08-13","302"
"1919-08-13","58"
"1919-08-14","660"
"1919-08-25","561"
"1919-08-31","551"
"1919-09-05","672"
"1919-09-05","272"
"1919-09-10","271"
"1919-09-15","128"
"1919-09-16","266"
"1919-09-27","446"
"1919-10-03","945"
"1919-10-09","678"
"1919-10-16","101"
"1919-10-16","825"
"1919-10-27","753"
"1919-10-28","1008"
"1919-10-29","952"
"1919-11-11","470"
"1919-11-13","922"
"1919-11-18","146"
"1919-11-20","487"
"1919-11-21","777"
"1919-11-22","579"
"1919-12-07","221"
"1919-12-09","593"
"1919-12-15","849"
"1919-12-18","22"
"1919-12-19","960"
"1919-12-23","149"
"1919-12-23","723"
"1919-12-24","160"
"1919-12-25","973"
"1919-12-28","864"
"1919-12-29","735"
"1919-12-30","58"
"1920-01-01","460"
"1920-01-04","97"
"1920-01-04","913"
"1920-01-08","724"
"1920-01-09","905"
"1920-01-15","579"
"1920-01-24","502"
"1920-02-02","95"
"1920-02-05","453"
"1920-02-06","916"
"1920-02-10","656"
"1920-02-12","499"
"1920-02-12","520"
"1920-02-14","361"
"1920-02-17","549"
"1920-02-19","444"
"1920-02-22","490"
"1920-02-26","301"
"1920-02-29","592"
"1920-02-29","744"
"1920-03-01","164"
"1920-03-03","748"
"1920-03-10","362"
"1920-03-15","615"
"1920-03-24","945"
"1920-03-25","103"
"1920-04-09","914"
"1920-04-14","672"
"1920-04-15","510"
"1920-04-15","488"
"1920-04-20","965"
"1920-04-20","516"
"1920-04-24","464"
"1920-04-28","230"
"1920-05-11","409"
"1920-05-14","352"
"1920-05-14","82"
"1920-05-18","625"
"1920-05-26","428"
"1920-05-27","220"
"1920-05-29","1"
"1920-06-05","946"
"1920-06-07","697"
"1920-06-13","871"
"1920-06-16","231"
"1920-06-25","297"
"1920-07-04","306"
"1920-07-07","532"
"1920-07-12","787"
"1920-07-17","480"
"1920-07-25","114"
"1920-07-27","126"
"1920-07-31","313"
"1920-08-05","809"
"1920-08-11","149"
"1920-08-11","595"
"1920-08-13","646"
"1920-08-23","837"
"1920-08-27","891"
"1920-08-27","334"
"1920-09-03","210"
"1920-09-06","390"
"1920-09-06","879"
"1920-09-08","71"
"1920-09-15","558"
"1920-10-04","626"
"1920-10-07","905"
"1920-10-30","87"
"1920-10-30","250"
"1920-11-03","328"
"1920-11-07","301"
"1920-11-21","87"
"1920-11-22","241"
"1920-11-28","337"
"1920-11-30","820"
"1920-12-11","194"
"1920-12-20","825"
"1920-12-24","555"
"1921-01-14","466"
"1921-01-17","464"
"1921-01-29","750"
"1921-02-09","736"
"1921-02-11","518"
"1921-02-11","317"
"1921-02-21","48"
"1921-02-21","32"
"1921-02-22","581"
"1921-03-13","184"
"1921-03-13","481"
"1921-03-14","623"
"1921-04-06","699"
"1921-04-08","956"
"1921-04-10","933"
"1921-04-16","458"
"1921-04-17","38"
"1921-04-18","48"
"1921-04-28","649"
"1921-04-29","239"
"1921-05-02","514"
"1921-05-03","37"
"1921-05-03","24"
"1921-05-06","481"
"1921-05-06","710"
"1921-05-15","430"
"1921-05-17","735"
"1921-05-24","66"
"1921-05-30","450"
"1921-06-10","838"
"1921-06-24","953"
"1921-06-25","537"
"1921-06-27","536"
"1921-06-27","940"
"1921-07-02","832"
"1921-07-04","26"
"1921-07-07","1017"
"1921-07-09","55"
"1921-07-11","423"
"1921-07-18","652"
"1921-07-24","748"
"1921-07-25","188"
"1921-07-26","8"
"1921-07-27","92"
"1921-08-03","76"
"1921-08-04","999"
"1921-08-16","343"
"1921-08-17","262"
"1921-08-17","981"
"1921-08-22","675"
"1921-08-25","568"
"1921-08-29","588"
"1921-08-31","998"
"1921-09-10","177"
"1921-09-12","43"
"1921-09-13","1013"
"1921-09-13","534"
"1921-09-19","856"
"1921-09-22","407"
"1921-09-24","759"
"1921-09-27","56"
"1921-10-01","40"
"1921-10-06","404"
"1921-10-09","732"
"1921-10-10","1013"
"1921-10-16","839"
"1921-10-22","332"
"1921-10-23","883"
"1921-10-28","103"
"1921-11-08","505"
"1921-11-13","1001"
"1921-11-19","876"
"1921-11-29","468"
"1921-11-29","0"
"1921-11-29","619"
"1921-12-01","997"
"1921-12-04","313"
"1921-12-04","820"
"1921-12-04","988"
"1921-12-16","829"
"1921-12-16","385"
"1921-12-17","54"
"1921-12-20","662"
"1921-12-20","112"
"1921-12-22","268"
"1921-12-24","289"
"1921-12-31","805"
"1922-01-01","936"
"1922-01-11","302"
"1922-01-24","319"
"1922-01-25","58"
"1922-01-30","204"
"1922-02-04","102"
"1922-02-04","644"
"1922-02-07","508"
"1922-02-10","60"
"1922-02-11","148"
"1922-02-13","980"
"1922-02-23","499"
"1922-03-02","258"
"1922-03-09","665"
"1922-03-09","989"
"1922-03-10","728"
"1922-04-03","16"
"1922-04-16","685"
"1922-04-17","884"
"1922-04-27","402"
"1922-04-28","133"
"1922-04-29","625"
"1922-05-01","224"
"1922-05-04","555"
"1922-05-10","616"
"1922-05-11","693"
"1922-05-13","659"
"1922-05-14","216"
"1922-05-17","23"
"1922-05-30","728"
"1922-06-01","575"
"1922-06-08","453"
"1922-06-10","816"
"1922-06-13","253"
"1922-06-17","231"
"1922-06-19","4"
"1922-06-24","31"
"1922-06-27","841"
"1922-06-28","75"
"1922-06-29","15"
"1922-07-05","650"
"1922-07-05","798"
"1922-08-01","638"
"1922-08-03","772"
"1922-08-07","469"
"1922-08-10","794"
"1922-08-14","149"
"1922-08-18","217"
"1922-08-22","151"
"1922-09-02","518"
"1922-09-09","400"
"1922-09-12","17"
"1922-09-16","70"
"1922-09-25","49"
"1922-09-26","708"
"1922-09-28","918"
"1922-09-30","435"
"1922-09-30","787"
"1922-10-13","550"
"1922-10-13","304"
"1922-10-20","903"
"1922-10-21","624"
"1922-10-31","888"
"1922-11-03","657"
"1922-11-15","1006"
"1922-12-03","702"
"1922-12-11","599"
"1922-12-22","326"
"1922-12-23","481"
"1922-12-25","503"
"1922-12-29","758"
"1922-12-30","984"
"1923-01-04","885"
"1923-01-06","678"
"1923-01-13","539"
"1923-01-29","582"
"1923-01-30","751"
"1923-02-06","787"
"1923-02-11","1016"
"1923-02-14","1010"
"1923-02-22","448"
"1923-02-25","415"
"1923-02-27","51"
"1923-02-28","827"
"1923-02-28","942"
"1923-03-08","915"
"1923-03-08","217"
"1923-03-09","644"
"1923-03-09","817"
"1923-03-14","748"
"1923-03-22","851"
"1923-03-28","72"
"1923-04-01","563"
"1923-04-06","178"
"1923-04-08","288"
"1923-04-14","845"
"1923-04-16","693"
"1923-04-22","873"
"1923-05-02","892"
"1923-05-08","413"
"1923-05-08","370"
"1923-05-11","859"
"1923-05-11","631"
"1923-05-12","184"
"1923-05-15","522"
"1923-05-17","977"
"1923-05-18","676"
"1923-05-21","50"
"1923-06-09","852"
"1923-06-09","183"
"1923-06-16","924"
"1923-06-17","516"
"1923-06-30","432"
"1923-07-07","393"
"1923-07-09","115"
"1923-07-21","74"
"1923-07-24","1020"
"1923-07-25","982"
"1923-07-26","185"
"1923-07-28","704"
"1923-07-31","426"
"1923-08-01","579"
"1923-08-12","22"
"1923-08-16","905"
"1923-08-19","842"
"1923-08-30","515"
"1923-09-04","521"
"1923-09-04","406"
"1923-09-09","884"
"1923-09-12","922"
"1923-09-15","458"
"1923-09-16","253"
"1923-09-18","1014"
"1923-09-24","394"
"1923-10-01","785"
"1923-10-16","599"
"1923-10-17","978"
"1923-10-18","389"
"1923-10-22","499"
"1923-11-01","285"
"1923-11-03","472"
"1923-11-05","536"
"1923-11-13","902"
"1923-11-15","820"
"1923-11-17","850"
"1923-11-17","215"
"1923-11-26","752"
"1923-11-29","222"
"1923-11-30","874"
"1923-12-01","847"
"1923-12-03","560"
"1923-12-07","157"
"1923-12-13","499"
"1923-12-15","997"
"1923-12-22","551"
"1923-12-23","321"
"1924-01-07","334"
"1924-01-08","619"
"1924-01-24","1013"
"1924-02-04","331"
"1924-02-08","986"
"1924-02-18","64"
"1924-02-24","640"
"1924-03-03","831"
"1924-03-05","1014"
"1924-03-13","773"
"1924-03-15","842"
"1924-03-15","448"
"1924-03-20","866"
"1924-04-03","853"
"1924-04-05","707"
"1924-04-06","65"
"1924-04-14","138"
"1924-04-15","843"
"1924-04-21","926"
"1924-04-25","530"
"1924-05-02","676"
"1924-05-15","674"
"1924-05-18","65"
"1924-05-24","1005"
"1924-05-25","820"
"1924-05-26","204"
"1924-05-27","58"
"1924-06-01","813"
"1924-06-01","759"
"1924-06-10","408"
"1924-06-14","272"
"1924-06-17","625"
"1924-07-06","196"
"1924-07-10","226"
"1924-07-27","535"
"1924-07-28","637"
"1924-07-29","607"
"1924-08-03","988"
"1924-08-07","970"
"1924-08-11","293"
"1924-08-12","788"
"1924-08-15","159"
"1924-08-15","251"
"1924-08-19","19"
"1924-08-25","105"
"1924-08-30","613"
"1924-09-12","729"
"1924-09-22","506"
"1924-09-24","447"
"1924-09-26","799"
"1924-09-27","746"
"1924-10-01","147"
"1924-10-03","345"
"1924-10-04","635"
"1924-10-12","402"
"1924-10-15","271"
"1924-10-20","784"
"1924-11-04","407"
"1924-11-04","21"
"1924-11-05","359"
"1924-11-06","832"
"1924-11-14","866"
"1924-11-19","931"
"1924-11-30","129"
"1924-12-02","237"
"1924-12-02","16"
"1924-12-06","700"
"1924-12-08","817"
"1924-12-11","1019"
"1924-12-11","613"
"1924-12-12","750"
"1924-12-12","930"
"1924-12-13","203"
"1924-12-17","94"
"1924-12-18","171"
"1924-12-27","405"
"1925-01-07","170"
"1925-01-10","1008"
"1925-01-14","450"
"1925-01-16","514"
"1925-01-19","508"
"1925-01-20","753"
"1925-01-20","891"
"1925-01-23","35"
"1925-02-05","105"
"1925-02-14","105"
"1925-02-21","451"
"1925-02-23","59"
"1925-02-26","249"
"1925-03-02","203"
"1925-03-10","841"
"1925-03-15","286"
"1925-03-28","1006"
"1925-03-29","992"
"1925-04-01","378"
"1925-04-04","21"
"1925-04-07","525"
"1925-04-16","939"
"1925-04-17","873"
"1925-04-23","500"
"1925-05-11","364"
"1925-05-11","141"
"1925-05-12","422"
"1925-05-12","173"
"1925-05-20","519"
"1925-05-23","327"
"1925-05-29","371"
"1925-06-12","107"
"1925-06-16","673"
"1925-06-21","824"
"1925-07-15","13"
"1925-07-18","352"
"1925-07-21","132"
"1925-07-24","220"
"1925-07-26","106"
"1925-07-30","962"
"1925-08-02","508"
"1925-08-06","586"
"1925-08-20","26"
"1925-08-21","718"
"1925-08-30","906"
"1925-09-05","849"
"1925-09-05","37"
"1925-09-18","942"
"1925-09-19","756"
"1925-09-25","610"
"1925-09-28","710"
"1925-10-05","140"
"1925-10-09","686"
"1925-10-11","357"
"1925-10-13","831"
"1925-10-26","191"
"1925-10-28","350"
"1925-10-29","142"
"1925-10-30","633"
"1925-10-31","276"
"1925-11-08","259"
"1925-11-22","236"
"1925-11-23","137"
"1925-11-28","13"
"1925-11-29","342"
"1925-12-04","792"
"1925-12-05","312"
"1925-12-05","862"
"1925-12-06","46"
"1925-12-07","299"
"1925-12-10","732"
"1925-12-12","977"
"1925-12-14","818"
"1925-12-15","918"
"1925-12-27","762"
"1926-01-06","970"
"1926-01-10","337"
"1926-01-10","610"
"1926-01-11","606"
"1926-01-12","597"
"1926-01-19","220"
"1926-01-27","246"
"1926-01-28","347"
"1926-02-02","343"
"1926-02-12","637"
"1926-02-12","415"
"1926-02-13","632"
"1926-02-20","117"
"1926-02-22","74"
"1926-02-25","268"
"1926-02-27","788"
"1926-03-03","500"
"1926-03-11","952"
"1926-03-11","1013"
"1926-03-16","528"
"1926-03-16","812"
"1926-03-16","647"
"1926-03-17","374"
"1926-03-21","583"
"1926-03-22","628"
"1926-03-24","164"
"1926-04-12","754"
"1926-05-01","19"
"1926-05-07","718"
"1926-05-14","124"
"1926-05-26","388"
"1926-06-03","794"
"1926-06-17","435"
"1926-06-23","846"
"1926-07-04","751"
"1926-07-08","395"
"1926-07-12","24"
"1926-07-12","259"
"1926-07-17","62"
"1926-07-21","185"
"1926-07-22","392"
"1926-07-24","9"
"1926-08-04","898"
"1926-08-10","516"
"1926-08-17","465"
"1926-08-20","863"
"1926-08-30","673"
"1926-08-31","293"
"1926-09-02","413"
"1926-09-09","643"
"1926-09-14","464"
"1926-09-14","981"
"1926-09-18","344"
"1926-09-24","951"
"1926-09-26","310"
"1926-09-28","644"
"1926-10-03","160"
"1926-10-08","658"
"1926-10-09","455"
"1926-10-11","954"
"1926-10-16","482"
"1926-10-19","786"
"1926-10-21","690"
"1926-11-02","436"
"1926-11-04","345"
"1926-11-05","892"
"1926-11-07","967"
"1926-11-07","334"
"1926-11-10","494"
"1926-11-11","90"
"1926-11-11","706"
"1926-11-12","248"
"1926-11-16","629"
"1926-11-23","209"
"1926-11-27","953"
"1926-11-28","737"
"1926-12-05","0"
"1926-12-07","389"
"1926-12-17","642"
"1926-12-21","744"
"1926-12-29","651"
"1926-12-31","33"
"1927-01-01","720"
"1927-01-02","52"
"1927-01-10","417"
"1927-01-11","387"
"1927-01-11","598"
"1927-01-13","643"
"1927-01-14","427"
"1927-01-17","158"
"1927-01-18","474"
"1927-01-28","736"
"1927-01-30","878"
"1927-01-31","591"
"1927-02-06","936"
"1927-02-13","427"
"1927-02-13","420"
"1927-02-17","253"
"1927-02-23","123"
"1927-02-24","374"
"1927-02-24","775"
"1927-03-07","917"
"1927-03-10","682"
"1927-03-15","29"
"1927-04-01","997"
"1927-04-05","152"
"1927-04-12","768"
"1927-04-15","579"
"1927-04-17","901"
"1927-04-19","979"
"1927-04-22","898"
"1927-04-25","97"
"1927-05-11","820"
"1927-05-13","188"
"1927-05-30","996"
"1927-06-01","720"
"1927-06-07","880"
"1927-06-11","418"
"1927-06-20","740"
"1927-06-22","429"
"1927-06-22","681"
"1927-06-30","216"
"1927-07-06","504"
"1927-07-07","713"
"1927-07-10","711"
"1927-07-17","340"
"1927-08-03","883"
"1927-08-08","583"
"1927-08-09","802"
"1927-08-17","584"
"1927-08-19","617"
"1927-08-25","317"
"1927-08-25","626"
"1927-08-29","698"
"1927-08-30","56"
"1927-09-02","810"
"1927-09-06","746"
"1927-09-11","735"
"1927-09-12","212"
"1927-09-12","382"
"1927-09-16","396"
"1927-09-19","881"
"1927-09-20","684"
"1927-09-20","578"
"1927-10-09","809"
"1927-10-15","751"
"1927-10-16","413"
"1927-10-27","660"
"1927-10-30","657"
"1927-11-02","711"
"1927-11-03","215"
"1927-11-03","67"
"1927-11-03","385"
"1927-11-05","400"
"1927-11-07","991"
"1927-11-09","187"
"1927-11-16","405"
"1927-11-19","302"
"1927-11-25","111"
"1927-11-27","516"
"1927-11-27","230"
"1927-12-04","98"
"1927-12-05","672"
"1927-12-08","999"
"1927-12-14","497"
"1927-12-14","889"
"1927-12-19","983"
"1927-12-23","631"
"1927-12-24","635"
"1927-12-24","976"
"1927-12-29","980"
"1928-01-04","102"
"1928-01-09","765"
"1928-01-09","40"
"1928-01-13","642"
"1928-01-24","902"
"1928-02-07","44"
"1928-02-08","782"
"1928-03-15","635"
"1928-03-27","786"
"1928-03-31","55"
"1928-04-10","79"
"1928-04-14","915"
"1928-04-16","774"
"1928-04-17","498"
"1928-04-26","84"
"1928-04-29","576"
"1928-05-05","691"
"1928-05-09","328"
"1928-05-09","376"
"1928-05-15","353"
"1928-05-18","757"
"1928-05-27","752"
"1928-06-01","93"
"1928-06-03","567"
"1928-06-12","245"
"1928-06-17","366"
"1928-06-20","223"
"1928-06-22","596"
"1928-07-03","271"
"1928-07-04","233"
"1928-07-06","12"
"1928-07-08","498"
"1928-07-15","979"
"1928-07-17","190"
"1928-07-19","110"
"1928-07-19","858"
"1928-07-21","370"
"1928-07-23","543"
"1928-07-24","712"
"1928-07-25","938"
"1928-07-26","905"
"1928-07-26","2"
"1928-07-27","57"
"1928-07-27","691"
"1928-07-28","464"
"1928-08-08","571"
"1928-08-16","561"
"1928-09-02","256"
"1928-09-02","217"
"1928-09-20","444"
"1928-09-24","966"
"1928-09-26","750"
"1928-09-26","547"
"1928-09-30","706"
"1928-10-18","1019"
"1928-10-22","34"
"1928-11-02","821"
"1928-11-05","813"
"1928-11-14","297"
"1928-11-18","830"
"1928-11-24","32"
"1928-11-27","582"
"1928-11-29","299"
"1928-12-03","648"
"1928-12-03","324"
"1928-12-07","84"
"1928-12-07","88"
"1928-12-11","554"
"1928-12-19","510"
"1928-12-24","534"
"1928-12-26","923"
"1928-12-31","752"
"1929-01-01","560"
"1929-01-09","576"
"1929-01-11","757"
"1929-01-12","514"
"1929-01-14","964"
"1929-01-20","1023"
"1929-01-21","536"
"1929-01-25","228"
"1929-01-25","831"
"1929-02-07","655"
"1929-02-23","406"
"1929-02-26","185"
"1929-03-01","394"
"1929-03-04","613"
"1929-03-04","670"
"1929-03-04","21"
"1929-03-11","1016"
"1929-03-20","994"
"1929-04-04","317"
"1929-04-14","339"
"1929-04-20","800"
"1929-05-08","65"
"1929-05-18","92"
"1929-05-20","949"
"1929-06-14","202"
"1929-06-17","821"
"1929-06-18","144"
"1929-06-21","423"
"1929-07-02","411"
"1929-07-07","246"
"1929-07-09","402"
"1929-07-10","464"
"1929-07-13","372"
"1929-07-21","620"
"1929-07-27","367"
"1929-08-09","184"
"1929-08-10","519"
"1929-08-13","658"
"1929-08-15","1002"
"1929-08-22","980"
"1929-08-23","127"
"1929-09-04","986"
"1929-09-05","1022"
"1929-09-18","828"
"1929-09-19","778"
"1929-10-03","461"
"1929-10-08","861"
"1929-10-09","637"
"1929-10-10","142"
"1929-10-14","841"
"1929-10-22","874"
"1929-10-31","389"
"1929-11-03","978"
"1929-11-08","290"
"1929-11-19","67"
"1929-11-19","659"
"1929-11-28","236"
"1929-12-12","842"
"1929-12-28","68"
"1929-12-30","443"
"1930-01-11","834"
"1930-01-12","203"
"1930-01-13","946"
"1930-01-15","188"
"1930-01-23","703"
"1930-01-24","557"
"1930-01-26","656"
"1930-01-27","360"
"1930-02-01","48"
"1930-02-02","372"
"1930-02-03","323"
"1930-02-12","163"
"1930-02-15","686"
"1930-02-16","738"
"1930-02-17","23"
"1930-02-19","473"
"1930-02-27","322"
"1930-03-20","40"
"1930-03-20","1010"
"1930-03-22","160"
"1930-03-23","491"
"1930-03-26","536"
"1930-04-07","328"
"1930-04-11","708"
"1930-04-14","691"
"1930-04-15","206"
"1930-04-16","731"
"1930-04-22","757"
"1930-04-29","103"
"1930-05-03","75"
"1930-05-03","982"
"1930-05-04","56"
"1930-05-08","860"
"1930-05-12","814"
"1930-05-13","483"
"1930-05-15","333"
"1930-05-16","851"
"1930-05-23","635"
"1930-05-30","70"
"1930-06-06","265"
"1930-06-10","232"
"1930-06-11","168"
"1930-06-12","187"
"1930-06-24","729"
"1930-06-25","1011"
"1930-06-26","808"
"1930-06-27","301"
"1930-06-27","965"
"1930-06-29","565"
"1930-07-14","84"
"1930-07-15","755"
"1930-07-30","840"
"1930-07-31","221"
"1930-08-01","845"
"1930-08-20","407"
"1930-08-21","662"
"1930-08-27","900"
"1930-08-31","203"
"1930-09-01","599"
"1930-09-14","820"
"1930-09-16","277"
"1930-09-16","462"
"1930-09-16","490"
"1930-09-27","456"
"1930-09-27","560"
"1930-10-01","187"
"1930-10-01","897"
"1930-10-12","739"
"1930-10-22","397"
"1930-10-29","395"
"1930-10-30","52"
"1930-11-06","277"
"1930-11-22","606"
"1930-12-07","524"
"1930-12-08","895"
"1930-12-11","517"
"1930-12-12","176"
"1930-12-21","580"
"1930-12-21","704"
"1930-12-25","105"
"1931-01-03","552"
"1931-01-05","764"
"1931-01-13","725"
"1931-01-23","637"
"1931-01-24","440"
"1931-01-26","579"
"1931-01-26","39"
"1931-02-27","585"
"1931-03-07","881"
"1931-03-07","613"
"1931-03-11","754"
"1931-03-21","269"
"1931-03-21","243"
"1931-03-22","471"
"1931-03-24","373"
"1931-03-25","203"
"1931-04-04","811"
"1931-04-07","31"
"1931-04-08","232"
"1931-04-08","1019"
"1931-04-10","300"
"1931-04-19","706"
"1931-04-22","94"
"1931-05-07","894"
"1931-05-16","357"
"1931-05-16","69"
"1931-05-28","598"
"1931-06-04","418"
"1931-06-05","118"
"1931-06-13","803"
"1931-06-14","77"
"1931-06-16","17"
"1931-06-30","587"
"1931-07-09","467"
"1931-07-17","740"
"1931-07-22","821"
"1931-07-31","50"
"1931-08-01","149"
"1931-08-03","673"
"1931-08-07","667"
"1931-08-08","403"
"1931-08-08","84"
"1931-08-15","734"
"1931-08-17","907"
"1931-09-04","997"
"1931-09-11","108"
"1931-09-13","919"
"1931-09-25","831"
"1931-09-25","600"
"1931-09-29","308"
"1931-10-08","1023"
"1931-10-08","556"
"1931-10-11","84"
"1931-10-12","520"
"1931-10-14","21"
"1931-10-18","56"
"1931-10-21","53"
"1931-10-25","604"
"1931-10-25","1022"
"1931-10-31","622"
"1931-11-07","693"
"1931-11-07","212"
"1931-11-08","192"
"1931-11-16","533"
"1931-11-19","934"
"1931-11-24","115"
"1931-11-28","342"
"1931-12-01","172"
"1931-12-03","876"
"1931-12-06","585"
"1931-12-06","29"
"1931-12-13","407"
"1931-12-15","519"
"1931-12-16","771"
"1931-12-21","989"
"1931-12-23","698"
"1931-12-25","804"
"1931-12-29","809"
"1932-01-02","980"
"1932-01-06","393"
"1932-01-16","449"
"1932-01-29","909"
"1932-02-03","297"
"1932-02-03","663"
"1932-02-16","346"
"1932-02-19","453"
"1932-02-22","175"
"1932-02-25","518"
"1932-02-29","342"
"1932-03-07","147"
"1932-03-15","893"
"1932-03-17","255"
"1932-03-22","366"
"1932-03-23","232"
"1932-03-23","876"
"1932-03-25","961"
"1932-03-26","1001"
"1932-03-27","471"
"1932-03-30","403"
"1932-04-04","344"
"1932-04-11","618"
"1932-04-15","19"
"1932-04-17","369"
"1932-04-18","534"
"1932-04-21","882"
"1932-04-23","532"
"1932-04-28","131"
"1932-05-07","185"
"1932-05-07","436"
"1932-05-14","878"
"1932-05-21","678"
"1932-05-21","694"
"1932-05-22","636"
"1932-06-02","45"
"1932-06-08","646"
"1932-06-14","114"
"1932-06-20","1022"
"1932-06-22","318"
"1932-06-28","54"
"1932-07-05","139"
"1932-07-20","643"
"1932-07-21","361"
"1932-07-25","382"
"1932-07-29","243"
"1932-08-02","284"
"1932-08-05","480"
"1932-08-13","143"
"1932-08-18","886"
"1932-08-22","63"
"1932-08-23","691"
"1932-09-04","669"
"1932-09-17","811"
"1932-09-24","305"
"1932-09-25","105"
"1932-09-26","970"
"1932-09-29","603"
"1932-10-01","775"
"1932-10-02","602"
"1932-10-06","833"
"1932-10-18","201"
"1932-10-30","507"
"1932-10-30","937"
"1932-10-30","209"
"1932-11-10","345"
"1932-11-22","628"
"1932-11-24","451"
"1932-11-28","58"
